,country,date,variant,num_sequences,perc_sequences,num_sequences_total
2472,Australia,2020-08-03,Alpha,0,0.0,4183
2477,Australia,2020-08-03,B.1.177,0,0.0,4183
2483,Australia,2020-08-03,Delta,0,0.0,4183
2491,Australia,2020-08-03,Omicron,0,0.0,4183
2495,Australia,2020-08-03,non_who,4183,100.0,4183
2496,Australia,2020-08-17,Alpha,0,0.0,3020
2501,Australia,2020-08-17,B.1.177,0,0.0,3020
2507,Australia,2020-08-17,Delta,0,0.0,3020
2515,Australia,2020-08-17,Omicron,0,0.0,3020
2519,Australia,2020-08-17,non_who,3020,100.0,3020
2520,Australia,2020-08-31,Alpha,0,0.0,1987
2525,Australia,2020-08-31,B.1.177,2,0.1,1987
2531,Australia,2020-08-31,Delta,0,0.0,1987
2539,Australia,2020-08-31,Omicron,0,0.0,1987
2543,Australia,2020-08-31,non_who,1987,100.0,1987
2544,Australia,2020-09-14,Alpha,0,0.0,770
2549,Australia,2020-09-14,B.1.177,0,0.0,770
2555,Australia,2020-09-14,Delta,0,0.0,770
2563,Australia,2020-09-14,Omicron,0,0.0,770
2567,Australia,2020-09-14,non_who,770,100.0,770
2568,Australia,2020-09-28,Alpha,0,0.0,323
2573,Australia,2020-09-28,B.1.177,1,0.31,323
2579,Australia,2020-09-28,Delta,0,0.0,323
2587,Australia,2020-09-28,Omicron,0,0.0,323
2591,Australia,2020-09-28,non_who,323,100.0,323
2592,Australia,2020-10-12,Alpha,0,0.0,182
2597,Australia,2020-10-12,B.1.177,2,1.1,182
2603,Australia,2020-10-12,Delta,0,0.0,182
2611,Australia,2020-10-12,Omicron,0,0.0,182
2615,Australia,2020-10-12,non_who,182,100.0,182
2616,Australia,2020-10-26,Alpha,0,0.0,132
2621,Australia,2020-10-26,B.1.177,5,3.79,132
2627,Australia,2020-10-26,Delta,0,0.0,132
2635,Australia,2020-10-26,Omicron,0,0.0,132
2639,Australia,2020-10-26,non_who,132,100.0,132
2640,Australia,2020-11-09,Alpha,0,0.0,63
2645,Australia,2020-11-09,B.1.177,5,7.94,63
2651,Australia,2020-11-09,Delta,0,0.0,63
2659,Australia,2020-11-09,Omicron,0,0.0,63
2663,Australia,2020-11-09,non_who,63,100.0,63
2664,Australia,2020-11-23,Alpha,0,0.0,64
2669,Australia,2020-11-23,B.1.177,4,6.25,64
2675,Australia,2020-11-23,Delta,0,0.0,64
2683,Australia,2020-11-23,Omicron,0,0.0,64
2687,Australia,2020-11-23,non_who,64,100.0,64
2688,Australia,2020-12-07,Alpha,1,2.04,49
2693,Australia,2020-12-07,B.1.177,5,10.2,49
2699,Australia,2020-12-07,Delta,0,0.0,49
2707,Australia,2020-12-07,Omicron,0,0.0,49
2711,Australia,2020-12-07,non_who,48,97.96,49
2712,Australia,2020-12-21,Alpha,6,4.23,142
2717,Australia,2020-12-21,B.1.177,3,2.11,142
2723,Australia,2020-12-21,Delta,0,0.0,142
2731,Australia,2020-12-21,Omicron,0,0.0,142
2735,Australia,2020-12-21,non_who,130,91.54,142
2736,Australia,2021-01-04,Alpha,18,8.65,208
2741,Australia,2021-01-04,B.1.177,8,3.85,208
2747,Australia,2021-01-04,Delta,0,0.0,208
2755,Australia,2021-01-04,Omicron,0,0.0,208
2759,Australia,2021-01-04,non_who,178,85.58,208
2760,Australia,2021-01-11,Alpha,21,28.38,74
2765,Australia,2021-01-11,B.1.177,1,1.35,74
2771,Australia,2021-01-11,Delta,0,0.0,74
2779,Australia,2021-01-11,Omicron,0,0.0,74
2783,Australia,2021-01-11,non_who,43,58.1,74
2784,Australia,2021-01-25,Alpha,44,44.0,100
2789,Australia,2021-01-25,B.1.177,3,3.0,100
2795,Australia,2021-01-25,Delta,0,0.0,100
2803,Australia,2021-01-25,Omicron,0,0.0,100
2807,Australia,2021-01-25,non_who,47,47.0,100
2808,Australia,2021-02-08,Alpha,22,41.51,53
2813,Australia,2021-02-08,B.1.177,1,1.89,53
2819,Australia,2021-02-08,Delta,0,0.0,53
2827,Australia,2021-02-08,Omicron,0,0.0,53
2831,Australia,2021-02-08,non_who,26,49.06,53
2832,Australia,2021-02-22,Alpha,64,80.0,80
2837,Australia,2021-02-22,B.1.177,0,0.0,80
2843,Australia,2021-02-22,Delta,0,0.0,80
2851,Australia,2021-02-22,Omicron,0,0.0,80
2855,Australia,2021-02-22,non_who,10,12.5,80
2856,Australia,2021-03-08,Alpha,31,43.66,71
2861,Australia,2021-03-08,B.1.177,1,1.41,71
2867,Australia,2021-03-08,Delta,0,0.0,71
2875,Australia,2021-03-08,Omicron,0,0.0,71
2879,Australia,2021-03-08,non_who,30,42.25,71
2880,Australia,2021-03-22,Alpha,61,50.0,122
2885,Australia,2021-03-22,B.1.177,0,0.0,122
2891,Australia,2021-03-22,Delta,1,0.82,122
2899,Australia,2021-03-22,Omicron,0,0.0,122
2903,Australia,2021-03-22,non_who,48,39.34,122
2904,Australia,2021-04-05,Alpha,67,54.47,123
2909,Australia,2021-04-05,B.1.177,0,0.0,123
2915,Australia,2021-04-05,Delta,3,2.44,123
2923,Australia,2021-04-05,Omicron,0,0.0,123
2927,Australia,2021-04-05,non_who,39,31.7,123
2928,Australia,2021-04-19,Alpha,73,46.5,157
2933,Australia,2021-04-19,B.1.177,0,0.0,157
2939,Australia,2021-04-19,Delta,34,21.66,157
2947,Australia,2021-04-19,Omicron,0,0.0,157
2951,Australia,2021-04-19,non_who,8,5.09,157
2952,Australia,2021-05-03,Alpha,63,30.88,204
2957,Australia,2021-05-03,B.1.177,0,0.0,204
2963,Australia,2021-05-03,Delta,84,41.18,204
2971,Australia,2021-05-03,Omicron,0,0.0,204
2975,Australia,2021-05-03,non_who,29,14.22,204
2976,Australia,2021-05-17,Alpha,49,41.88,117
2981,Australia,2021-05-17,B.1.177,0,0.0,117
2987,Australia,2021-05-17,Delta,45,38.46,117
2995,Australia,2021-05-17,Omicron,0,0.0,117
2999,Australia,2021-05-17,non_who,14,11.98,117
3000,Australia,2021-05-31,Alpha,13,12.04,108
3005,Australia,2021-05-31,B.1.177,0,0.0,108
3011,Australia,2021-05-31,Delta,19,17.59,108
3019,Australia,2021-05-31,Omicron,0,0.0,108
3023,Australia,2021-05-31,non_who,6,5.55,108
3024,Australia,2021-06-14,Alpha,22,16.67,132
3029,Australia,2021-06-14,B.1.177,0,0.0,132
3035,Australia,2021-06-14,Delta,55,41.67,132
3043,Australia,2021-06-14,Omicron,0,0.0,132
3047,Australia,2021-06-14,non_who,9,6.81,132
3048,Australia,2021-06-28,Alpha,19,7.69,247
3053,Australia,2021-06-28,B.1.177,0,0.0,247
3059,Australia,2021-06-28,Delta,209,84.62,247
3067,Australia,2021-06-28,Omicron,0,0.0,247
3071,Australia,2021-06-28,non_who,7,2.84,247
3072,Australia,2021-07-12,Alpha,26,3.39,767
3077,Australia,2021-07-12,B.1.177,0,0.0,767
3083,Australia,2021-07-12,Delta,732,95.44,767
3091,Australia,2021-07-12,Omicron,0,0.0,767
3095,Australia,2021-07-12,non_who,4,0.52,767
3096,Australia,2021-07-26,Alpha,6,0.34,1742
3101,Australia,2021-07-26,B.1.177,0,0.0,1742
3107,Australia,2021-07-26,Delta,1736,99.66,1742
3115,Australia,2021-07-26,Omicron,0,0.0,1742
3119,Australia,2021-07-26,non_who,0,0.0,1742
3120,Australia,2021-08-09,Alpha,3,0.11,2734
3125,Australia,2021-08-09,B.1.177,0,0.0,2734
3131,Australia,2021-08-09,Delta,2731,99.89,2734
3139,Australia,2021-08-09,Omicron,0,0.0,2734
3143,Australia,2021-08-09,non_who,0,0.0,2734
3144,Australia,2021-08-23,Alpha,3,0.09,3198
3149,Australia,2021-08-23,B.1.177,0,0.0,3198
3155,Australia,2021-08-23,Delta,3195,99.91,3198
3163,Australia,2021-08-23,Omicron,0,0.0,3198
3167,Australia,2021-08-23,non_who,0,0.0,3198
3168,Australia,2021-09-06,Alpha,1,0.03,3744
3173,Australia,2021-09-06,B.1.177,0,0.0,3744
3179,Australia,2021-09-06,Delta,3742,99.95,3744
3187,Australia,2021-09-06,Omicron,0,0.0,3744
3191,Australia,2021-09-06,non_who,1,0.02,3744
3192,Australia,2021-09-20,Alpha,0,0.0,3526
3197,Australia,2021-09-20,B.1.177,0,0.0,3526
3203,Australia,2021-09-20,Delta,3526,100.0,3526
3211,Australia,2021-09-20,Omicron,0,0.0,3526
3215,Australia,2021-09-20,non_who,0,0.0,3526
3216,Australia,2021-10-04,Alpha,0,0.0,1824
3221,Australia,2021-10-04,B.1.177,0,0.0,1824
3227,Australia,2021-10-04,Delta,1823,99.95,1824
3235,Australia,2021-10-04,Omicron,0,0.0,1824
3239,Australia,2021-10-04,non_who,1,0.05,1824
3240,Australia,2021-10-18,Alpha,0,0.0,2410
3245,Australia,2021-10-18,B.1.177,0,0.0,2410
3251,Australia,2021-10-18,Delta,2410,100.0,2410
3259,Australia,2021-10-18,Omicron,0,0.0,2410
3263,Australia,2021-10-18,non_who,0,0.0,2410
3264,Australia,2021-11-01,Alpha,0,0.0,1883
3269,Australia,2021-11-01,B.1.177,0,0.0,1883
3275,Australia,2021-11-01,Delta,1883,100.0,1883
3283,Australia,2021-11-01,Omicron,0,0.0,1883
3287,Australia,2021-11-01,non_who,0,0.0,1883
3288,Australia,2021-11-15,Alpha,0,0.0,2078
3293,Australia,2021-11-15,B.1.177,0,0.0,2078
3299,Australia,2021-11-15,Delta,2078,100.0,2078
3307,Australia,2021-11-15,Omicron,0,0.0,2078
3311,Australia,2021-11-15,non_who,0,0.0,2078
3312,Australia,2021-11-29,Alpha,0,0.0,1992
3317,Australia,2021-11-29,B.1.177,0,0.0,1992
3323,Australia,2021-11-29,Delta,1984,99.6,1992
3331,Australia,2021-11-29,Omicron,8,0.4,1992
3335,Australia,2021-11-29,non_who,0,0.0,1992
3336,Australia,2021-12-13,Alpha,0,0.0,2800
3341,Australia,2021-12-13,B.1.177,0,0.0,2800
3347,Australia,2021-12-13,Delta,2432,86.86,2800
3355,Australia,2021-12-13,Omicron,366,13.07,2800
3359,Australia,2021-12-13,non_who,2,0.07,2800
3360,Australia,2021-12-27,Alpha,0,0.0,1726
3365,Australia,2021-12-27,B.1.177,0,0.0,1726
3371,Australia,2021-12-27,Delta,406,23.52,1726
3379,Australia,2021-12-27,Omicron,1319,76.42,1726
3383,Australia,2021-12-27,non_who,1,0.06,1726
3384,Austria,2020-05-11,Alpha,0,0.0,34
3389,Austria,2020-05-11,B.1.177,0,0.0,34
3395,Austria,2020-05-11,Delta,0,0.0,34
3403,Austria,2020-05-11,Omicron,0,0.0,34
3407,Austria,2020-05-11,non_who,34,100.0,34
3408,Austria,2020-05-25,Alpha,0,0.0,41
3413,Austria,2020-05-25,B.1.177,0,0.0,41
3419,Austria,2020-05-25,Delta,0,0.0,41
3427,Austria,2020-05-25,Omicron,0,0.0,41
3431,Austria,2020-05-25,non_who,41,100.0,41
3432,Austria,2020-06-08,Alpha,0,0.0,1
3437,Austria,2020-06-08,B.1.177,0,0.0,1
3443,Austria,2020-06-08,Delta,0,0.0,1
3451,Austria,2020-06-08,Omicron,0,0.0,1
3455,Austria,2020-06-08,non_who,1,100.0,1
3456,Austria,2020-06-22,Alpha,0,0.0,1
3461,Austria,2020-06-22,B.1.177,0,0.0,1
3467,Austria,2020-06-22,Delta,0,0.0,1
3475,Austria,2020-06-22,Omicron,0,0.0,1
3479,Austria,2020-06-22,non_who,1,100.0,1
3480,Austria,2020-07-06,Alpha,0,0.0,2
3485,Austria,2020-07-06,B.1.177,0,0.0,2
3491,Austria,2020-07-06,Delta,0,0.0,2
3499,Austria,2020-07-06,Omicron,0,0.0,2
3503,Austria,2020-07-06,non_who,2,100.0,2
3504,Austria,2020-07-20,Alpha,0,0.0,11
3509,Austria,2020-07-20,B.1.177,0,0.0,11
3515,Austria,2020-07-20,Delta,0,0.0,11
3523,Austria,2020-07-20,Omicron,0,0.0,11
3527,Austria,2020-07-20,non_who,11,100.0,11
3528,Austria,2020-08-03,Alpha,0,0.0,9
3533,Austria,2020-08-03,B.1.177,0,0.0,9
3539,Austria,2020-08-03,Delta,0,0.0,9
3547,Austria,2020-08-03,Omicron,0,0.0,9
3551,Austria,2020-08-03,non_who,9,100.0,9
3552,Austria,2020-08-17,Alpha,0,0.0,22
3557,Austria,2020-08-17,B.1.177,0,0.0,22
3563,Austria,2020-08-17,Delta,0,0.0,22
3571,Austria,2020-08-17,Omicron,0,0.0,22
3575,Austria,2020-08-17,non_who,22,100.0,22
3576,Austria,2020-08-31,Alpha,0,0.0,44
3581,Austria,2020-08-31,B.1.177,1,2.27,44
3587,Austria,2020-08-31,Delta,0,0.0,44
3595,Austria,2020-08-31,Omicron,0,0.0,44
3599,Austria,2020-08-31,non_who,44,100.0,44
3600,Austria,2020-09-14,Alpha,0,0.0,35
3605,Austria,2020-09-14,B.1.177,0,0.0,35
3611,Austria,2020-09-14,Delta,0,0.0,35
3619,Austria,2020-09-14,Omicron,0,0.0,35
3623,Austria,2020-09-14,non_who,35,100.0,35
3624,Austria,2020-09-28,Alpha,0,0.0,39
3629,Austria,2020-09-28,B.1.177,1,2.56,39
3635,Austria,2020-09-28,Delta,0,0.0,39
3643,Austria,2020-09-28,Omicron,0,0.0,39
3647,Austria,2020-09-28,non_who,39,100.0,39
3648,Austria,2020-10-12,Alpha,0,0.0,30
3653,Austria,2020-10-12,B.1.177,2,6.67,30
3659,Austria,2020-10-12,Delta,0,0.0,30
3667,Austria,2020-10-12,Omicron,0,0.0,30
3671,Austria,2020-10-12,non_who,30,100.0,30
3672,Austria,2020-10-26,Alpha,0,0.0,84
3677,Austria,2020-10-26,B.1.177,9,10.71,84
3683,Austria,2020-10-26,Delta,0,0.0,84
3691,Austria,2020-10-26,Omicron,0,0.0,84
3695,Austria,2020-10-26,non_who,84,100.0,84
3696,Austria,2020-11-09,Alpha,0,0.0,181
3701,Austria,2020-11-09,B.1.177,19,10.5,181
3707,Austria,2020-11-09,Delta,0,0.0,181
3715,Austria,2020-11-09,Omicron,0,0.0,181
3719,Austria,2020-11-09,non_who,181,100.0,181
3720,Austria,2020-11-23,Alpha,0,0.0,159
3725,Austria,2020-11-23,B.1.177,21,13.21,159
3731,Austria,2020-11-23,Delta,0,0.0,159
3739,Austria,2020-11-23,Omicron,0,0.0,159
3743,Austria,2020-11-23,non_who,159,100.0,159
3744,Austria,2020-12-07,Alpha,2,1.46,137
3749,Austria,2020-12-07,B.1.177,10,7.3,137
3755,Austria,2020-12-07,Delta,0,0.0,137
3763,Austria,2020-12-07,Omicron,0,0.0,137
3767,Austria,2020-12-07,non_who,135,98.54,137
3768,Austria,2020-12-21,Alpha,0,0.0,45
3773,Austria,2020-12-21,B.1.177,10,22.22,45
3779,Austria,2020-12-21,Delta,0,0.0,45
3787,Austria,2020-12-21,Omicron,0,0.0,45
3791,Austria,2020-12-21,non_who,45,100.0,45
3792,Austria,2021-01-04,Alpha,15,4.76,315
3797,Austria,2021-01-04,B.1.177,43,13.65,315
3803,Austria,2021-01-04,Delta,0,0.0,315
3811,Austria,2021-01-04,Omicron,0,0.0,315
3815,Austria,2021-01-04,non_who,299,94.92,315
3816,Austria,2021-01-11,Alpha,48,35.29,136
3821,Austria,2021-01-11,B.1.177,18,13.24,136
3827,Austria,2021-01-11,Delta,0,0.0,136
3835,Austria,2021-01-11,Omicron,0,0.0,136
3839,Austria,2021-01-11,non_who,88,64.71,136
3840,Austria,2021-01-25,Alpha,99,39.6,250
3845,Austria,2021-01-25,B.1.177,9,3.6,250
3851,Austria,2021-01-25,Delta,0,0.0,250
3859,Austria,2021-01-25,Omicron,0,0.0,250
3863,Austria,2021-01-25,non_who,67,26.8,250
3864,Austria,2021-02-08,Alpha,88,22.86,385
3869,Austria,2021-02-08,B.1.177,17,4.42,385
3875,Austria,2021-02-08,Delta,0,0.0,385
3883,Austria,2021-02-08,Omicron,0,0.0,385
3887,Austria,2021-02-08,non_who,218,56.62,385
3888,Austria,2021-02-22,Alpha,239,57.59,415
3893,Austria,2021-02-22,B.1.177,17,4.1,415
3899,Austria,2021-02-22,Delta,0,0.0,415
3907,Austria,2021-02-22,Omicron,0,0.0,415
3911,Austria,2021-02-22,non_who,162,39.04,415
3912,Austria,2021-03-08,Alpha,308,66.38,464
3917,Austria,2021-03-08,B.1.177,14,3.02,464
3923,Austria,2021-03-08,Delta,0,0.0,464
3931,Austria,2021-03-08,Omicron,0,0.0,464
3935,Austria,2021-03-08,non_who,101,21.77,464
3936,Austria,2021-03-22,Alpha,483,85.19,567
3941,Austria,2021-03-22,B.1.177,10,1.76,567
3947,Austria,2021-03-22,Delta,0,0.0,567
3955,Austria,2021-03-22,Omicron,0,0.0,567
3959,Austria,2021-03-22,non_who,68,11.99,567
3960,Austria,2021-04-05,Alpha,270,92.78,291
3965,Austria,2021-04-05,B.1.177,4,1.37,291
3971,Austria,2021-04-05,Delta,0,0.0,291
3979,Austria,2021-04-05,Omicron,0,0.0,291
3983,Austria,2021-04-05,non_who,16,5.51,291
3984,Austria,2021-04-19,Alpha,309,87.54,353
3989,Austria,2021-04-19,B.1.177,5,1.42,353
3995,Austria,2021-04-19,Delta,2,0.57,353
4003,Austria,2021-04-19,Omicron,0,0.0,353
4007,Austria,2021-04-19,non_who,28,7.93,353
4008,Austria,2021-05-03,Alpha,290,88.15,329
4013,Austria,2021-05-03,B.1.177,1,0.3,329
4019,Austria,2021-05-03,Delta,5,1.52,329
4027,Austria,2021-05-03,Omicron,0,0.0,329
4031,Austria,2021-05-03,non_who,28,8.51,329
4032,Austria,2021-05-17,Alpha,545,88.05,619
4037,Austria,2021-05-17,B.1.177,2,0.32,619
4043,Austria,2021-05-17,Delta,3,0.48,619
4051,Austria,2021-05-17,Omicron,0,0.0,619
4055,Austria,2021-05-17,non_who,36,5.82,619
4056,Austria,2021-05-31,Alpha,322,82.78,389
4061,Austria,2021-05-31,B.1.177,0,0.0,389
4067,Austria,2021-05-31,Delta,11,2.83,389
4075,Austria,2021-05-31,Omicron,0,0.0,389
4079,Austria,2021-05-31,non_who,22,5.65,389
4080,Austria,2021-06-14,Alpha,190,47.74,398
4085,Austria,2021-06-14,B.1.177,1,0.25,398
4091,Austria,2021-06-14,Delta,171,42.96,398
4099,Austria,2021-06-14,Omicron,0,0.0,398
4103,Austria,2021-06-14,non_who,22,5.53,398
4104,Austria,2021-06-28,Alpha,289,38.53,750
4109,Austria,2021-06-28,B.1.177,0,0.0,750
4115,Austria,2021-06-28,Delta,443,59.07,750
4123,Austria,2021-06-28,Omicron,0,0.0,750
4127,Austria,2021-06-28,non_who,15,2.0,750
4128,Austria,2021-07-12,Alpha,55,10.89,505
4133,Austria,2021-07-12,B.1.177,1,0.2,505
4139,Austria,2021-07-12,Delta,446,88.32,505
4147,Austria,2021-07-12,Omicron,0,0.0,505
4151,Austria,2021-07-12,non_who,2,0.39,505
4152,Austria,2021-07-26,Alpha,8,1.04,771
4157,Austria,2021-07-26,B.1.177,0,0.0,771
4163,Austria,2021-07-26,Delta,763,98.96,771
4171,Austria,2021-07-26,Omicron,0,0.0,771
4175,Austria,2021-07-26,non_who,0,0.0,771
4176,Austria,2021-08-09,Alpha,3,0.48,623
4181,Austria,2021-08-09,B.1.177,0,0.0,623
4187,Austria,2021-08-09,Delta,616,98.88,623
4195,Austria,2021-08-09,Omicron,0,0.0,623
4199,Austria,2021-08-09,non_who,0,0.0,623
4200,Austria,2021-08-23,Alpha,0,0.0,623
4205,Austria,2021-08-23,B.1.177,1,0.16,623
4211,Austria,2021-08-23,Delta,621,99.68,623
4219,Austria,2021-08-23,Omicron,0,0.0,623
4223,Austria,2021-08-23,non_who,2,0.32,623
4224,Austria,2021-09-06,Alpha,0,0.0,585
4229,Austria,2021-09-06,B.1.177,0,0.0,585
4235,Austria,2021-09-06,Delta,583,99.66,585
4243,Austria,2021-09-06,Omicron,0,0.0,585
4247,Austria,2021-09-06,non_who,0,0.0,585
4248,Austria,2021-09-20,Alpha,0,0.0,513
4253,Austria,2021-09-20,B.1.177,0,0.0,513
4259,Austria,2021-09-20,Delta,513,100.0,513
4267,Austria,2021-09-20,Omicron,0,0.0,513
4271,Austria,2021-09-20,non_who,0,0.0,513
4272,Austria,2021-10-04,Alpha,0,0.0,444
4277,Austria,2021-10-04,B.1.177,0,0.0,444
4283,Austria,2021-10-04,Delta,444,100.0,444
4291,Austria,2021-10-04,Omicron,0,0.0,444
4295,Austria,2021-10-04,non_who,0,0.0,444
4296,Austria,2021-10-18,Alpha,0,0.0,437
4301,Austria,2021-10-18,B.1.177,0,0.0,437
4307,Austria,2021-10-18,Delta,437,100.0,437
4315,Austria,2021-10-18,Omicron,0,0.0,437
4319,Austria,2021-10-18,non_who,0,0.0,437
4320,Austria,2021-11-01,Alpha,0,0.0,634
4325,Austria,2021-11-01,B.1.177,0,0.0,634
4331,Austria,2021-11-01,Delta,634,100.0,634
4339,Austria,2021-11-01,Omicron,0,0.0,634
4343,Austria,2021-11-01,non_who,0,0.0,634
4344,Austria,2021-11-15,Alpha,0,0.0,561
4349,Austria,2021-11-15,B.1.177,0,0.0,561
4355,Austria,2021-11-15,Delta,561,100.0,561
4363,Austria,2021-11-15,Omicron,0,0.0,561
4367,Austria,2021-11-15,non_who,0,0.0,561
4368,Austria,2021-11-29,Alpha,0,0.0,165
4373,Austria,2021-11-29,B.1.177,0,0.0,165
4379,Austria,2021-11-29,Delta,158,95.76,165
4387,Austria,2021-11-29,Omicron,7,4.24,165
4391,Austria,2021-11-29,non_who,0,0.0,165
4392,Austria,2021-12-13,Alpha,0,0.0,183
4397,Austria,2021-12-13,B.1.177,0,0.0,183
4403,Austria,2021-12-13,Delta,156,85.25,183
4411,Austria,2021-12-13,Omicron,27,14.75,183
4415,Austria,2021-12-13,non_who,0,0.0,183
4416,Bahrain,2020-06-08,Alpha,0,0.0,1
4421,Bahrain,2020-06-08,B.1.177,0,0.0,1
4427,Bahrain,2020-06-08,Delta,0,0.0,1
4435,Bahrain,2020-06-08,Omicron,0,0.0,1
4439,Bahrain,2020-06-08,non_who,1,100.0,1
4440,Bahrain,2020-06-22,Alpha,0,0.0,2
4445,Bahrain,2020-06-22,B.1.177,0,0.0,2
4451,Bahrain,2020-06-22,Delta,0,0.0,2
4459,Bahrain,2020-06-22,Omicron,0,0.0,2
4463,Bahrain,2020-06-22,non_who,2,100.0,2
4464,Bahrain,2020-07-06,Alpha,0,0.0,11
4469,Bahrain,2020-07-06,B.1.177,0,0.0,11
4475,Bahrain,2020-07-06,Delta,0,0.0,11
4483,Bahrain,2020-07-06,Omicron,0,0.0,11
4487,Bahrain,2020-07-06,non_who,11,100.0,11
4488,Bahrain,2020-08-03,Alpha,0,0.0,3
4493,Bahrain,2020-08-03,B.1.177,0,0.0,3
4499,Bahrain,2020-08-03,Delta,0,0.0,3
4507,Bahrain,2020-08-03,Omicron,0,0.0,3
4511,Bahrain,2020-08-03,non_who,3,100.0,3
4512,Bahrain,2020-08-31,Alpha,0,0.0,3
4517,Bahrain,2020-08-31,B.1.177,0,0.0,3
4523,Bahrain,2020-08-31,Delta,0,0.0,3
4531,Bahrain,2020-08-31,Omicron,0,0.0,3
4535,Bahrain,2020-08-31,non_who,3,100.0,3
4536,Bahrain,2020-09-14,Alpha,0,0.0,2
4541,Bahrain,2020-09-14,B.1.177,0,0.0,2
4547,Bahrain,2020-09-14,Delta,0,0.0,2
4555,Bahrain,2020-09-14,Omicron,0,0.0,2
4559,Bahrain,2020-09-14,non_who,2,100.0,2
4560,Bahrain,2020-09-28,Alpha,0,0.0,2
4565,Bahrain,2020-09-28,B.1.177,0,0.0,2
4571,Bahrain,2020-09-28,Delta,0,0.0,2
4579,Bahrain,2020-09-28,Omicron,0,0.0,2
4583,Bahrain,2020-09-28,non_who,2,100.0,2
4584,Bahrain,2020-10-12,Alpha,0,0.0,10
4589,Bahrain,2020-10-12,B.1.177,0,0.0,10
4595,Bahrain,2020-10-12,Delta,0,0.0,10
4603,Bahrain,2020-10-12,Omicron,0,0.0,10
4607,Bahrain,2020-10-12,non_who,10,100.0,10
4608,Bahrain,2020-10-26,Alpha,0,0.0,45
4613,Bahrain,2020-10-26,B.1.177,0,0.0,45
4619,Bahrain,2020-10-26,Delta,0,0.0,45
4627,Bahrain,2020-10-26,Omicron,0,0.0,45
4631,Bahrain,2020-10-26,non_who,45,100.0,45
4632,Bahrain,2020-11-09,Alpha,0,0.0,6
4637,Bahrain,2020-11-09,B.1.177,0,0.0,6
4643,Bahrain,2020-11-09,Delta,0,0.0,6
4651,Bahrain,2020-11-09,Omicron,0,0.0,6
4655,Bahrain,2020-11-09,non_who,6,100.0,6
4656,Bahrain,2020-11-23,Alpha,0,0.0,38
4661,Bahrain,2020-11-23,B.1.177,0,0.0,38
4667,Bahrain,2020-11-23,Delta,0,0.0,38
4675,Bahrain,2020-11-23,Omicron,0,0.0,38
4679,Bahrain,2020-11-23,non_who,38,100.0,38
4680,Bahrain,2021-02-08,Alpha,0,0.0,1
4685,Bahrain,2021-02-08,B.1.177,0,0.0,1
4691,Bahrain,2021-02-08,Delta,0,0.0,1
4699,Bahrain,2021-02-08,Omicron,0,0.0,1
4703,Bahrain,2021-02-08,non_who,1,100.0,1
4704,Bahrain,2021-02-22,Alpha,1,50.0,2
4709,Bahrain,2021-02-22,B.1.177,0,0.0,2
4715,Bahrain,2021-02-22,Delta,0,0.0,2
4723,Bahrain,2021-02-22,Omicron,0,0.0,2
4727,Bahrain,2021-02-22,non_who,1,50.0,2
4728,Bahrain,2021-03-22,Alpha,6,85.71,7
4733,Bahrain,2021-03-22,B.1.177,0,0.0,7
4739,Bahrain,2021-03-22,Delta,0,0.0,7
4747,Bahrain,2021-03-22,Omicron,0,0.0,7
4751,Bahrain,2021-03-22,non_who,1,14.29,7
4752,Bahrain,2021-04-05,Alpha,1,50.0,2
4757,Bahrain,2021-04-05,B.1.177,0,0.0,2
4763,Bahrain,2021-04-05,Delta,0,0.0,2
4771,Bahrain,2021-04-05,Omicron,0,0.0,2
4775,Bahrain,2021-04-05,non_who,0,0.0,2
4776,Bahrain,2021-04-19,Alpha,5,11.9,42
4781,Bahrain,2021-04-19,B.1.177,0,0.0,42
4787,Bahrain,2021-04-19,Delta,15,35.71,42
4795,Bahrain,2021-04-19,Omicron,0,0.0,42
4799,Bahrain,2021-04-19,non_who,8,19.05,42
4800,Bahrain,2021-05-03,Alpha,6,66.67,9
4805,Bahrain,2021-05-03,B.1.177,0,0.0,9
4811,Bahrain,2021-05-03,Delta,0,0.0,9
4819,Bahrain,2021-05-03,Omicron,0,0.0,9
4823,Bahrain,2021-05-03,non_who,0,0.0,9
4824,Bahrain,2021-05-17,Alpha,26,45.61,57
4829,Bahrain,2021-05-17,B.1.177,0,0.0,57
4835,Bahrain,2021-05-17,Delta,29,50.88,57
4843,Bahrain,2021-05-17,Omicron,0,0.0,57
4847,Bahrain,2021-05-17,non_who,2,3.51,57
4848,Bahrain,2021-05-31,Alpha,5,10.87,46
4853,Bahrain,2021-05-31,B.1.177,0,0.0,46
4859,Bahrain,2021-05-31,Delta,39,84.78,46
4867,Bahrain,2021-05-31,Omicron,0,0.0,46
4871,Bahrain,2021-05-31,non_who,2,4.35,46
4872,Bahrain,2021-06-14,Alpha,4,16.67,24
4877,Bahrain,2021-06-14,B.1.177,0,0.0,24
4883,Bahrain,2021-06-14,Delta,18,75.0,24
4891,Bahrain,2021-06-14,Omicron,0,0.0,24
4895,Bahrain,2021-06-14,non_who,1,4.16,24
4896,Bahrain,2021-06-28,Alpha,1,1.19,84
4901,Bahrain,2021-06-28,B.1.177,0,0.0,84
4907,Bahrain,2021-06-28,Delta,82,97.62,84
4915,Bahrain,2021-06-28,Omicron,0,0.0,84
4919,Bahrain,2021-06-28,non_who,0,0.0,84
