cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,Id,poisonous
x,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,114,1
f,y,n,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,1138,0
x,f,n,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,3937,0
x,y,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,6526,0
f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,7047,1
x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,6953,1
f,y,g,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,5969,0
f,f,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,4141,1
x,f,n,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,6367,0
f,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,7561,1
f,f,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,3710,0
x,s,n,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,521,1
k,y,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,3046,1
k,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,5469,1
x,f,n,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,2954,0
x,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,5602,1
f,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,3825,1
x,f,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,1893,1
f,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,3693,1
k,y,n,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,6554,1
f,s,g,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,8078,1
x,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,6700,1
x,f,g,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,3935,0
k,y,n,False,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,4273,1
f,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,5766,1
x,s,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,2706,0
f,y,e,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,7915,0
x,y,n,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,4062,0
f,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,7228,1
x,f,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,1956,0
x,s,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,722,1
x,y,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,5603,0
x,f,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,518,1
x,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,v,l,3150,0
x,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,4958,1
x,s,g,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,5924,0
f,s,n,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,5806,1
f,y,n,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,2996,0
f,s,n,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,6199,1
f,f,w,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,7438,0
x,y,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,7390,1
f,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,90,0
x,s,n,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,4835,0
x,y,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,77,1
x,f,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,2959,0
x,y,n,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,6863,1
x,y,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,5983,0
x,f,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,7408,0
x,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1817,1
x,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,5887,0
f,f,g,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,6172,0
f,f,n,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,5215,0
x,f,w,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,689,0
x,s,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,1147,0
x,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,3559,1
x,y,e,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,2188,0
f,s,b,True,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,2056,1
f,f,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,4635,0
f,y,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,6550,0
k,s,n,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1304,1
x,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l,7820,0
f,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,1606,1
f,y,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1142,1
b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,8042,0
x,y,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,6155,1
f,s,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,2605,1
f,f,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,5529,0
k,s,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,7439,1
f,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,3628,1
x,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,5872,1
f,y,n,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,7939,1
k,s,b,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,861,0
b,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,594,0
f,y,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,705,1
x,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,3686,0
b,y,w,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,6404,1
f,f,g,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,201,0
x,s,n,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,4164,1
k,y,e,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,4335,0
x,y,e,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,4089,0
x,y,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,513,1
f,y,e,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,4853,0
f,y,e,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,2236,1
f,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,3563,1
f,y,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,5007,1
f,f,g,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,7914,0
k,s,e,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,7731,1
x,s,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,5055,1
x,y,c,False,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,3053,0
x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,7809,1
f,s,e,False,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,6416,1
f,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,6257,1
f,s,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,4593,1
x,s,e,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,66,1
x,s,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,2415,0
x,f,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,7298,0
b,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,4912,0
x,s,w,False,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,6890,1
x,s,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,3952,1
x,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,5836,0
f,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,6341,1
x,s,e,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,5239,1
x,f,e,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,4945,0
x,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,1825,0
f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,7639,1
f,y,n,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,2457,0
f,f,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,5497,1
x,f,g,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,1726,0
x,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,5444,0
x,y,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,6740,1
x,y,e,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1252,1
x,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,1639,0
f,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,7986,1
x,f,n,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,8004,0
x,y,n,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,2252,0
x,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,623,1
x,s,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,6693,0
b,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l,1668,0
k,y,n,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,7825,1
x,y,g,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,6186,0
x,y,e,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,7671,0
x,y,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,3665,0
k,s,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,2872,0
x,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,5314,1
f,y,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,7807,1
f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,6724,1
x,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,3067,0
x,y,g,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,4977,0
b,s,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,1663,0
f,s,g,True,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,230,1
f,y,y,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,4458,0
f,y,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,6839,1
f,s,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,5791,0
x,f,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,5159,0
f,f,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,6225,1
f,y,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,981,1
f,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,5870,1
f,f,e,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,4349,0
x,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,5799,0
k,y,e,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,6625,0
x,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,1028,0
f,f,g,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,4365,0
f,f,e,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,7225,0
x,y,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,663,0
x,f,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,296,0
f,y,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,3535,1
f,y,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,7967,0
f,s,n,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,665,1
x,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,4601,0
x,y,e,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,6478,1
f,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,2763,1
x,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,1225,1
f,y,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,5980,0
x,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,5670,1
b,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,5070,0
b,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,2628,0
x,y,g,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,961,0
f,s,w,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,6264,0
b,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,5057,0
x,y,y,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,2483,0
x,f,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,5850,0
f,y,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,913,0
f,f,n,False,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,5381,0
k,s,e,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,523,1
f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,c,l,5546,0
k,y,b,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,856,0
f,s,y,True,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,5562,0
f,y,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,6642,1
f,s,g,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,1515,1
x,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,7822,0
f,f,n,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,1529,0
b,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,7357,0
f,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,7963,1
x,f,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,2035,0
f,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,7888,1
f,s,n,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,2526,0
x,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,778,1
x,y,g,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,6610,0
x,s,n,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,4594,0
x,s,g,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,7502,0
f,s,n,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,101,1
f,f,n,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,1785,0
f,s,g,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,3839,0
f,s,y,True,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,3461,0
b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,814,0
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,v,l,945,0
f,y,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,6112,0
f,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,3001,1
f,s,b,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,4573,1
k,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,3613,1
f,s,n,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,6593,1
x,y,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,3664,0
x,s,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,951,1
f,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,2589,0
x,y,g,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,7058,0
x,y,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,7874,0
x,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,2258,0
x,f,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,2768,1
f,s,w,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,4415,0
x,f,w,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,4475,0
f,y,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,2232,0
x,y,n,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,3161,0
f,s,e,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,5948,1
x,y,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,3410,1
x,y,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1001,1
x,y,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,2689,1
f,y,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,3659,1
k,y,n,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,2398,1
x,y,e,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,781,0
x,f,w,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,4059,0
x,y,n,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,4899,1
f,f,g,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,7679,0
x,y,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,7806,0
f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,7306,1
b,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,6974,0
x,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,3045,0
f,y,n,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,3583,1
b,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,4934,0
x,f,e,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,1373,0
f,f,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,7961,1
f,f,g,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,4814,0
f,s,b,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,147,1
k,y,e,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,3147,1
x,f,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,6131,0
f,f,g,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,3171,0
f,y,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,6942,0
x,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,4065,1
x,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,1174,1
x,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,103,1
f,f,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,1514,0
x,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,1012,1
x,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,5678,0
x,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,2734,1
x,s,b,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,6291,1
f,s,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,3962,0
f,y,g,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,4937,0
b,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,4999,0
k,y,e,False,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,6969,1
f,s,g,True,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,7387,1
x,s,g,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,1970,1
f,y,w,True,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,1926,1
k,y,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,4840,1
x,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,6311,0
s,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,6570,0
x,y,y,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,641,0
k,y,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,3205,1
f,y,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,5139,1
f,y,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,2912,0
f,s,e,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,629,1
f,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,4443,1
x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,304,1
x,f,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,3453,1
x,y,n,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,5988,1
f,s,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,6290,1
x,f,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,4772,0
f,y,w,False,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,1796,0
f,f,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,3823,0
x,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,6095,1
x,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,5330,0
x,f,n,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,3584,0
f,y,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,171,1
x,s,w,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,5720,1
f,s,e,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,901,1
b,f,g,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,776,0
x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,7703,0
b,s,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,2992,0
x,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,7487,1
f,f,g,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,5540,0
x,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,v,l,4518,0
x,s,g,False,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,5388,0
x,f,w,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,6515,0
x,f,n,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,2807,0
k,s,n,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,2103,1
b,y,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,522,0
x,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,3725,1
f,y,y,False,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,9,1
f,y,e,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,4641,0
b,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,1837,0
f,y,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,7832,0
x,s,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,3341,1
f,y,g,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,642,0
b,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,278,0
x,y,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,6644,1
